"STATION","NAME","DATE","AWND","FMTM","PGTM","WDF2","WDF5","WSF2","WSF5"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-05-18","7.16"," 1728"," 1742","   60","   50","13.0","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-05-19","5.82"," 1437"," 1433","   60","   60","14.1","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-05-20","6.04"," 1218"," 1559","   50","   60","13.0","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-05-21","8.05"," 1458"," 1458","  160","  160","17.0","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-05-22","11.41"," 2229"," 2229","  300","  300","29.1","36.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-05-23","11.41"," 1337"," 1345","  260","  240","23.9","33.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-05-24","12.30"," 1646"," 1837","   50","   40","19.9","31.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-05-25","11.63"," 1950"," 1950","   20","   10","28.0","36.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-05-26","17.90"," 1244"," 1011","   10","   30","25.9","38.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-05-27","8.72"," 0821"," 1246","   50","   60","17.0","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-05-28","6.71"," 0740"," 0731","  180","  180","17.0","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-05-29","5.82"," 1215"," 1056","  280","  270","23.0","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-05-30","12.75"," 1659"," 1731","  180","  190","25.9","36.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-05-31","13.20"," 0707"," 1006","  210","  240","25.1","33.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-01","10.51"," 1413"," 1315","  280","  250","25.1","36.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-02","9.40"," 0228"," 0211","   40","   40","17.9","38.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-03","11.41"," 1439"," 1817","  170","  170","21.9","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-04","8.50"," 1411"," 1411","   40","   30","23.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-05","5.37"," 1600"," 1503","   70","   60","13.0","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-06","9.62"," 1721"," 1544","  210","  240","23.0","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-07","10.51"," 1553"," 1553","  210","  210","21.9","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-08","13.42"," 2210"," 2205","  300","  300","36.0","47.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-09","12.53"," 0857"," 1605","   60","   40","25.9","36.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-10","8.05"," 0637"," 1434","   20","   50","17.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-11","5.82"," 0937"," 1453","   50","   40","15.0","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-12","8.95"," 1018"," 1502","   50","   40","19.9","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-13","7.83"," 1829"," 1232","   70","   60","15.0","31.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-14","8.50"," 2339"," 1814","  130","   70","17.9","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-15","11.18"," 0615"," 0616","  110","  120","32.0","36.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-16","7.61"," 1649"," 1648","  290","  270","17.0","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-17","6.71"," 1411"," 1107","   50","   60","16.1","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-18","6.49"," 1504"," 1635","   70","   60","14.1","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-19","5.14"," 1300"," 2148","  110","   70","13.0","17.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-20","8.05"," 1209"," 1219","  150","  160","19.9","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-21","12.08"," 1948"," 1945","  210","  200","55.0","70.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-22","13.42"," 1308"," 1054","  230","  230","25.1","36.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-23","12.75"," 1101"," 1100","  280","  280","21.9","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-24","9.62"," 0846"," 0537","  300","  320","17.0","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-25","4.70"," 1804"," 1803","  100","   90","12.1","16.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-26","6.93"," 1545"," 1655","   90","   70","15.0","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-27","10.74"," 0438"," 0450","  160","  160","21.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-28","9.62"," 0716"," 1426","  320","  320","19.9","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-29","5.37"," 1353"," 1555","   80","   80","13.0","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-06-30","9.40"," 1937"," 1936","  130","  130","31.1","36.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-01","14.99"," 1243"," 1231","  150","  140","30.0","38.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-02","8.28"," 1715"," 1543","  330","   50","17.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-03","5.82"," 1116"," 1134","   20","   40","17.0","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-04","4.25"," 1645"," 1714","   50","   50","14.1","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-05","6.26"," 1913"," 1400","  290","  280","13.0","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-06","7.61"," 1635"," 1333","   50","   50","17.0","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-07","6.26"," 1543"," 0212","   40","   60","13.0","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-08","6.04"," 1431"," 1032","   60","   50","13.0","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-09","5.82"," 1659"," 1434","  180","  160","16.1","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-10","9.62"," 1549"," 1710","  170","   40","16.1","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-11","8.50"," 0703"," 0702","  300","  310","47.0","63.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-12","7.61"," 1005"," 1753","  330","   60","16.1","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-13","10.96"," 1404"," 1025","   30","   60","17.9","31.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-14","8.05"," 1648"," 1727","   90","   70","16.1","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-15","6.71"," 1658"," 1519","  100","   70","14.1","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-16","4.25"," 1539"," 0506","  180","  340","12.1","16.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-17","6.49"," 1607"," 1650","  200","  210","15.0","17.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-18","10.74"," 1619"," 1253","  230","  270","21.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-19","6.26"," 1357"," 1508","   50","   70","13.0","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-20","10.74"," 1641"," 1640","  230","  220","21.9","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-21","8.72"," 2303"," 2302","  300","  300","23.9","31.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-22","8.95"," 2342"," 2340","   30","   30","34.9","47.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-23","5.37"," 0014"," 0013","   40","   40","25.9","36.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-24","6.49"," 0914"," 0914","  170","  170","29.1","34.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-25","6.49"," 0447"," 0908","  340","   40","16.1","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-26","8.50"," 1234"," 1250","   50","   60","15.0","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-27","9.62"," 2206"," 2205","  300","  300","30.0","46.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-28","6.71"," 2342"," 2341","  280","  320","25.1","36.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-29","5.82"," 0040"," 1118","  320","   40","21.0","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-30","3.36"," 1813"," 1814","   60","  360","12.1","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-07-31","4.92"," 1748"," 1318","  280","  280","13.0","17.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-01","4.92"," 1416"," 1238","  320","  270","12.1","17.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-02","9.17"," 2032"," 2031","  300","  310","38.0","51.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-03","8.05"," 1418"," 1501","   50","   60","17.9","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-04","6.04"," 1804"," 1758","   70","   60","14.1","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-05","5.59"," 1427"," 1706","   50","   60","13.0","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-06","4.03"," 1438"," 1316","   60","   40","10.1","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-07","6.49"," 0832"," 0832","  320","  320","33.1","40.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-08","6.26"," 1728"," 1727","  110","  110","21.0","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-09","11.18"," 1414"," 1413","  300","  290","23.9","34.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-10","8.72"," 1052"," 1052","  330","  340","17.0","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-11","2.91"," 1641"," 1618","  240","  240","8.9","13.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-12","8.50"," 1207"," 1206","  180","  180","19.9","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-13","6.71"," 1227"," 1227","  330","  320","36.0","42.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-14","11.63"," 0928"," 0818","  350","   10","21.9","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-15","4.92"," 1613"," 1311","  100","   60","10.1","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-16","3.80"," 1546"," 1545","   90","  100","13.0","16.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-17","6.04"," 1032"," 1132","  220","  200","14.1","17.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-18","5.14"," 1633"," 0338","   60","   30","10.1","17.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-19","5.14"," 1646"," 1550","  100","  220","12.1","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-20","3.36"," 0930"," 0929","  330","  330","28.0","33.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-21","8.50"," 1500"," 1534","  310","  340","17.9","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-22","4.03"," 1614"," 1613","  260","  280","13.0","17.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-23","9.84"," 0833"," 0832","  280","  300","23.0","33.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-24","10.74"," 1923"," 2148","  310","  340","21.0","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-25","7.38"," 0718"," 1802","  340","   60","16.1","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-26","3.36"," 1710"," 1701","  260","  250","10.1","15.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-27","9.17"," 1728"," 1719","   20","   50","19.9","32.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-28","7.83"," 0924"," 1512","   40","   50","17.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-29","3.58"," 1326"," 1407","   50","   70","14.1","17.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-30","6.26"," 1915"," 1940","  110","  120","15.0","17.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-08-31","8.28"," 0843"," 1352","  180","  240","15.0","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-01","5.82"," 2333"," 2351","  210","  220","16.1","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-02","7.38"," 1045"," 1045","  250","  260","17.0","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-03","6.26"," 1358"," 2332","  320","  320","19.9","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-04","11.41"," 1540"," 1540","  330","  320","21.9","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-05","14.76"," 1227"," 1208","   10","   20","25.9","34.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-06","10.07"," 1334"," 1541","   40","   50","19.9","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-07","10.74"," 1019"," 1141","   50","   40","23.0","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-08","13.42"," 1914"," 1914","   50","   60","25.1","33.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-09","8.28"," 1503"," 1224","   30","   60","15.0","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-10","3.13"," 1513"," 1428","  140","  110","8.9","14.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-11","5.59"," 1541"," 1658","  280","  270","14.1","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-12","10.96"," 1453"," 1356","  220","  250","21.9","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-13","8.72"," 0823"," 0822","  310","  310","19.9","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-14","7.38"," 2141"," 2133","  340","   10","16.1","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-15","8.50"," 1214"," 1057","   50","   70","19.9","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-16","3.36"," 1810"," 1806","   60","   60","13.0","17.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-17","8.95"," 2328"," 2327","  130","  130","21.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-18","9.62"," 2248"," 2251","  190","  180","15.0","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-19","5.82"," 1421"," 1536","  320","   10","13.0","17.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-20","7.38"," 1724"," 1712","  160","  160","16.1","17.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-21","10.96"," 1220"," 1215","  240","  260","23.0","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-22","6.93"," 0817"," 2147","  280","   40","14.1","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-23","6.93"," 1405"," 1441","   60","   60","13.0","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-24","4.70"," 1044"," 1652","   20","   40","15.0","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-25","5.59"," 1701"," 1708","  140","  140","15.0","16.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-26","15.43"," 0916"," 0916","  200","  200","25.1","31.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-27","8.28"," 0103"," 0101","  130","  120","17.9","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-28","6.93"," 1257"," 1008","  340","   20","15.0","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-29","13.42"," 1738"," 1737","  290","  290","33.1","46.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-09-30","14.99"," 0203"," 0244","  320","  330","30.0","38.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-01","10.29",,,"   20","   40","21.0","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-02","5.37",,,"  330","   20","12.1","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-03","4.92",,,"   50","   50","14.1","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-04","2.24",,,"  140","  330","8.1","12.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-05","3.13",,,"   90","   80","12.1","16.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-06","4.70",,,"  170","  170","14.1","16.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-07","7.61",,,"  180","  180","17.9","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-08","7.61",,,"  180","  190","16.1","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-09","3.80",,,"  100","   70","14.1","17.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-10","6.04",,,"  170","  200","15.0","17.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-11","4.92",,,"  120","  110","15.0","17.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-12","8.05",,,"  100","   90","16.1","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-13","6.93",,,"  310","  310","17.9","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-14","15.66",,,"  280","  280","28.0","36.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-15","15.21",,,"  280","  260","29.1","38.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-16","8.50",,,"  300","  320","23.9","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-17","10.51",,,"  280","  270","21.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-18","8.50",,,"   40","   50","17.9","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-19","18.12",,,"   10","  340","29.1","38.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-20","16.11",,,"  330","  330","29.1","42.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-21","5.37",,,"  360","   30","13.0","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-22","3.80",,,"  210","  210","13.0","16.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-23","6.93",,,"  340","  300","23.9","32.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-24","7.38",,,"  270","  270","16.1","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-25","11.86",,,"  200","  200","25.1","33.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-26","12.53",,,"  360","   20","17.9","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-27","5.82",,,"  360","   40","19.9","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-28","5.59",,,"  260","  260","15.0","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-29","5.14",,,"  300","  290","16.1","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-30","11.18",,,"  210","  200","32.0","42.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-10-31","4.92",,,"  290","  290","13.0","15.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-01","10.29",,,"  190","  190","17.9","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-02","12.08",,,"   40","   30","25.1","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-03","18.12",,,"   30","   40","31.1","38.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-04","6.49",,,"   80","   80","13.0","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-05","9.84",,,"  170","  160","17.0","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-06","16.11",,,"  200","  200","25.9","36.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-07","3.58",,,"  210","  230","15.0","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-08","10.07",,,"   50","   50","23.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-09","14.09",,,"  290","  300","30.0","40.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-10","10.51",,,"  270","  270","21.9","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-11","8.50",,,"  210","  210","17.9","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-12","13.42",,,"  200","  200","30.0","40.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-13","19.69",,,"  200","  210","36.9","47.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-14","4.03",,,"  190","   50","8.9","13.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-15","7.83",,,"  220","  210","23.0","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-16","11.41",,,"  330","  320","21.9","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-17","10.51",,,"  280","  280","23.9","31.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-18","18.57",,,"  210","  190","34.9","45.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-19","17.00",,,"  200","  210","30.0","38.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-20","11.63",,,"  280","  280","25.1","32.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-21","9.17",,,"   50","   50","15.0","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-22","11.41",,,"   10","   20","17.9","32.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-23","6.04",,,"  240","  240","16.1","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-24","13.87",,,"  210","  210","21.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-25","16.78",,,"  210","  210","23.9","32.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-26","11.18",,,"  200","  210","23.0","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-27","12.08",,,"  340","   10","21.9","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-28","10.74",,,"  350","   30","17.0","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2011-11-29","21.03",,,"   10","   30","36.0","46.1"
